year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brands,car_names,variants,insurance
2003,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R LXI,Third Party
2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 mHAWK100 T8 Dual Tone,Comprehensive
2011,150000,80000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,5.0,Chevrolet,Spark,1.0 LS,Comprehensive
2016,245000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Third Party
2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5.0,Tata,Manza,Club Class Quadrajet90 VX,Comprehensive
2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21 kmpl,1498 CC,103.2 bhp,5.0,Volkswagen,Vento,1.5 TDI Highline AT,Third Party
2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,5.0,Hyundai,i20,Sportz 1.4 CRDi,Comprehensive
2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,5.0,BMW,3,Series 320d Luxury Line,Comprehensive
2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0,Maruti,Celerio,VXI,Third Party
2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 4WD,Comprehensive
2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,5.0,BMW,3,Series 320d Luxury Plus,Third Party
2016,750000,35000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0,Nissan,Terrano,XE 85 PS,Comprehensive
2015,800000,35000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0,Nissan,Terrano,XL 85 PS,Comprehensive
2011,350000,156000,Diesel,Individual,Manual,First Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0,Tata,New,Safari DICOR 2.2 EX 4x2,Third Party
2013,200000,90000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LX,Comprehensive
2008,150000,60000,Diesel,Individual,Manual,Third Owner,17.0 kmpl,1405 CC,70 bhp,5.0,Tata,Indigo,LS,Third Party
2016,800000,36000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,5.0,Nissan,Terrano,XL 110 PS,Comprehensive
2017,350000,20000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus Sports Edition,Comprehensive
2011,350000,160000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,7.0,Tata,New,Safari DICOR 2.2 VX 4x2,Third Party
2006,250000,185000,Diesel,Individual,Manual,First Owner,12.7 kmpl,2609 CC,116.6 bhp,9.0,Mahindra,Scorpio,2.6 Turbo 9 Str,Comprehensive
2010,170000,110000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,5.0,Tata,Indica,Vista Terra 1.4 TDI,Third Party
2018,395000,10800,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0,Renault,KWID,RXT Optional,Comprehensive
2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLE,Comprehensive
2019,500000,15000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Ignis,1.2 Delta BSIV,Third Party
2012,200000,67500,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,10.0,Tata,Sumo,EX 10/7 Str BSIII,Comprehensive
2017,1200000,30000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0,Tata,Hexa,XM,Third Party
2016,400000,50000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0,Mahindra,KUV,100 mFALCON D75 K8,Comprehensive
2016,650000,100000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T8,Comprehensive
2016,550000,150000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9.0,Mahindra,Bolero,2011-2019 DI - AC BS III,Third Party
2015,1100000,110000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W10 2WD,Comprehensive
2012,254999,30000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Third Party
2011,180000,60000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2010,160000,255000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,8.0,Mahindra,Xylo,D2,Comprehensive
2008,225000,120000,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,5.0,Chevrolet,Optra,Magnum 2.0 LT BS3,Third Party
2015,270000,49900,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Comprehensive
2012,310000,86000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,5.0,Tata,Manza,Aura Quadrajet BS IV,Third Party
2015,225000,71850,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,5.0,Datsun,GO,T BSIV,Comprehensive
2015,300000,95000,Diesel,Individual,Manual,Third Owner,21.2 kmpl,1248 CC,75 bhp,5.0,Fiat,Grande,Punto EVO 1.3 Dynamic,Comprehensive
2008,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXi,Third Party
2011,180000,35000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Sportz,Comprehensive
2015,550000,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2007,300000,120000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,7.0,Mahindra,Bolero,XL 10 Seater Non AC,Comprehensive
2015,900000,145000,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Elantra,CRDi SX,Comprehensive
2018,1530000,40000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,138 bhp,7.0,Mahindra,XUV500,W9 2WD,Third Party
2015,590000,110000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0,Maruti,Baleno,Delta 1.3,Comprehensive
2008,170000,112000,LPG,Individual,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,5.0,Maruti,Wagon,R LXI DUO BSIII,Third Party
2017,2600000,70000,Diesel,Individual,Automatic,First Owner,20.38 kmpl,1968 CC,143 bhp,5.0,Audi,A3,35 TDI Premium Plus,Comprehensive
2016,475000,110000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Ritz,VDi,Comprehensive
2018,700000,29000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0,Hyundai,Grand,i10 1.2 CRDi Asta,Third Party
2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R VXI BS IV,Comprehensive
2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,Std BSII,Third Party
2012,440000,120000,Diesel,Individual,Automatic,Third Owner,11.79 kmpl,2179 CC,120 bhp,8.0,Mahindra,Scorpio,VLS AT 2.2 mHAWK,Comprehensive
2016,390000,80000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI Optional,Comprehensive
2012,725000,159000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 VX 7 STR,Third Party
2012,325000,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLE,Comprehensive
2010,170000,75000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Third Party
2010,215000,120000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire LDi,Comprehensive
2010,350000,110000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 V Inspire,Comprehensive
2009,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.0 kmpl,995 CC,62 bhp,5.0,Chevrolet,Spark,1.0 LS,Third Party
2012,195000,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Magna Plus,Comprehensive
2014,335000,71000,Diesel,Dealer,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,5.0,Nissan,Sunny,Diesel XL,Third Party
2011,475000,108000,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W6 2WD,Comprehensive
2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,5.0,Renault,Duster,85PS Diesel RxL,Comprehensive
2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56 kmpl,1462 CC,103.25 bhp,5.0,Maruti,Ciaz,Delta BSIV,Third Party
2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22 kmpl,2967 CC,241.4 bhp,5.0,Audi,Q5,3.0 TDI Quattro,Comprehensive
2018,700000,30000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,1.2 Asta,Third Party
2014,3000000,65000,Diesel,Individual,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,7.0,Audi,Q7,3.0 TDI Quattro,Comprehensive
2018,900000,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,7.0,Mahindra,Scorpio,S3 9 Seater BSIV,Comprehensive
2013,350000,80000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0,Volkswagen,Polo,Diesel Highline 1.2L,Third Party
2005,285000,80000,Petrol,Individual,Automatic,Second Owner,9.0 kmpl,2997 CC,218 bhp,5.0,Honda,Accord,V6 AT,Comprehensive
2012,1850000,70000,Diesel,Individual,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,7.0,Audi,Q7,3.0 TDI Quattro Premium Plus,Third Party
2017,750000,51777,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza VDi,Comprehensive
2013,1650000,64788,Diesel,Dealer,Automatic,First Owner,0.0 kmpl,2179 CC,115 bhp,5.0,Land,Rover,Freelander 2 TD4 HSE,Comprehensive
2018,600000,20000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5.0,Honda,Amaze,V Petrol BSIV,Third Party
2018,565000,19000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5.0,Volkswagen,Polo,2015-2019 1.0 MPI Comfortline,Comprehensive
2000,86000,46951,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,5.0,Daewoo,Matiz,SS,Third Party
2016,329000,19000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,5.0,Datsun,GO,T BSIV,Comprehensive
2016,650000,50000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Titanium Plus BSIV,Comprehensive
2015,822000,60000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi SX Option,Third Party
2013,345000,100000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0,Renault,Duster,110PS Diesel RxL,Comprehensive
2001,30000,10000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Third Party
2012,330000,50000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Comprehensive
2014,300000,74537,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R Stingray VXI,Comprehensive
2009,200000,90000,Petrol,Individual,Automatic,Second Owner,12.6 kmpl,1586 CC,103.3 bhp,5.0,Maruti,SX4,ZXI AT,Third Party
2010,90000,70000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,5.0,Chevrolet,Spark,1.0,Comprehensive
2010,200000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R VXI Minor,Third Party
2016,550000,35000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,5.0,Hyundai,Xcent,1.1 CRDi SX,Comprehensive
2015,250000,23500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,5.0,Chevrolet,Beat,LT,Comprehensive
2017,975000,82000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0,Honda,City,i-DTEC VX,Third Party
2014,900000,100000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater,Comprehensive
2018,610000,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,1.2 Spotz,Third Party
2017,620000,30000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0,Maruti,Baleno,Zeta 1.3,Comprehensive
2016,400000,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Sportz,Comprehensive
2019,500000,11000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67 bhp,5.0,Maruti,Celerio,X ZXI BSIV,Third Party
2017,200000,140000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,7.0,Datsun,GO,Plus T,Comprehensive
2016,360000,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,5.0,Tata,Zest,Quadrajet 1.3 XM,Third Party
2012,252000,48000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0,Maruti,Alto,K10 2010-2014 VXI,Comprehensive
2012,280000,70000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Comprehensive
2018,509999,70000,Petrol,Individual,Manual,Second Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VXI 2018,Third Party
2016,1050000,58000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7.0,Mahindra,Scorpio,1.99 S6 Plus,Comprehensive
2010,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3 km/kg,1061 CC,57.5 bhp,5.0,Maruti,Wagon,R LXI DUO BSIII,Third Party
2005,60000,90000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Comprehensive
2010,320000,40000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,7.0,Mahindra,Xylo,E8 ABS Airbag,Comprehensive
2013,520000,110000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9.0,Mahindra,Scorpio,LX,Third Party
2007,250000,80000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0,Tata,New,Safari DICOR 2.2 LX 4x2,Comprehensive
2017,725000,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi,Third Party
2015,585000,50000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX,Comprehensive
2017,430000,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0,Tata,Tiago,1.2 Revotron XZ,Comprehensive
2011,235000,100000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Third Party
2012,350000,52000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Comprehensive
2010,131000,80000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0,Hyundai,i10,Era 1.1,Third Party
2016,450000,85000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0,Honda,Amaze,VX i-DTEC,Comprehensive
2016,750000,83000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi Plus,Comprehensive
2013,200000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Third Party
2009,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R LXI Minor,Comprehensive
2014,500000,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLE,Third Party
2012,380000,70000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Comprehensive
2008,128000,19000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2009,250000,68600,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 S MT,Third Party
2017,690000,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,7.0,Mahindra,Bolero,Power Plus SLX,Comprehensive
2014,650000,65000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX,Third Party
2012,560000,40000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,5.0,Honda,City,E,Comprehensive
2016,400000,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0,Maruti,Celerio,VXI,Comprehensive
2012,200000,29500,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0,Maruti,Alto,K10 LXI,Third Party
2018,950000,13887,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,VTVT 1.6 SX,Comprehensive
2016,300000,50000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 VXI,Third Party
2016,315000,30000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,5.0,Renault,KWID,RXL,Comprehensive
2012,220000,100000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Comprehensive
2011,130000,60000,Petrol,Individual,Manual,Second Owner,14.49 kmpl,1399 CC,92.7 bhp,5.0,Chevrolet,Aveo,1.4 LS,Third Party
2016,595000,60000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,Sportz Option 1.4 CRDi,Comprehensive
2011,110000,120000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5.0,Tata,Indica,Vista TDI LS,Third Party
2017,680000,13500,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,5.0,Ford,EcoSport,1.5 Petrol Ambiente BSIV,Comprehensive
2013,280000,52000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,5.0,Fiat,Grande,Punto Active (Diesel),Comprehensive
2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Delta 1.2,Third Party
2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,5.0,Hyundai,Xcent,1.2 Kappa SX Option,Comprehensive
2014,500000,90000,Diesel,Individual,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,7.0,Tata,Aria,Pure LX 4x2,Third Party
2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,5.0,Tata,Tigor,1.05 Revotorq XM,Comprehensive
2010,250000,120000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,8.0,Mahindra,Xylo,D2,Comprehensive
2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Magna Plus,Third Party
2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Delta 1.2,Comprehensive
2018,720000,25000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,5.0,Maruti,Ciaz,1.4 Alpha,Third Party
2017,950000,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,VTVT 1.6 SX,Comprehensive
2013,350000,60000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Comprehensive
2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Grand,i10 1.2 Kappa Sportz Option,Third Party
2012,380000,60000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Comprehensive
2015,380000,50000,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Xcent,1.2 Kappa AT SX Option,Third Party
2017,900000,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,VTVT 1.6 SX,Comprehensive
2017,295000,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 VXI,Comprehensive
2016,640000,40000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,VDi Plus SHVS,Third Party
2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,5.0,Tata,Nexon,1.5 Revotorq XZ Plus,Comprehensive
2015,625000,20000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,5.0,Hyundai,Verna,1.6 VTVT S Option,Third Party
2017,604000,30000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,121.36 bhp,5.0,Ford,EcoSport,1.5 Petrol Trend BSIV,Comprehensive
2015,315000,29000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 VXI,Comprehensive
2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1497 CC,115 bhp,5.0,Mahindra,XUV300,W6 Diesel BSIV,Third Party
2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI Plus Optional,Comprehensive
2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6 kmpl,1368 CC,98.63 bhp,5.0,Hyundai,i20,1.4 Magna AT,Third Party
2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,Comprehensive
2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,5.0,Mahindra,Verito,1.5 D4 BSIV,Comprehensive
2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,5.0,Tata,Indigo,CR4,Third Party
2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26 kmpl,1197 CC,88.50 bhp,5.0,Maruti,Dzire,VXI,Comprehensive
2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1598 CC,105 bhp,5.0,Volkswagen,Vento,IPL II Diesel Trendline,Third Party
2011,400000,70000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,5.0,Hyundai,Verna,Transform CRDi VGT SX ABS,Comprehensive
2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Creta,1.6 SX Automatic,Comprehensive
2014,250000,50000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,5.0,Mahindra,Verito,1.5 D4 BSIV,Third Party
2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41 kmpl,1598 CC,103.2 bhp,5.0,Skoda,Rapid,1.6 MPI Ambition BSIV,Comprehensive
2013,300000,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire Tour LDI,Third Party
2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,AC,Comprehensive
2016,1175000,110000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W10 2WD,Comprehensive
2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,7.0,Tata,New,Safari DICOR 2.2 VX 4x4,Third Party
2014,400000,45000,Diesel,Individual,Manual,First Owner,19.1 kmpl,1405 CC,70 bhp,5.0,Tata,Indica,Vista TDI LX,Comprehensive
2005,140000,90000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70 bhp,5.0,Tata,Indigo,LX,Third Party
2011,229999,140000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0,Tata,New,Safari DICOR 2.2 EX 4x2,Comprehensive
2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8 kmpl,1299 CC,70 bhp,5.0,Ford,Ikon,1.3 CLXi,Comprehensive
2011,550000,106000,Diesel,Individual,Automatic,Second Owner,16.96 kmpl,1968 CC,138.1 bhp,5.0,Volkswagen,Jetta,2.0L TDI Highline AT,Third Party
2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26 kmpl,1150 CC,74.9 bhp,5.0,Chevrolet,Aveo,U-VA 1.2 LS,Comprehensive
2017,265000,40000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,796 CC,34.2 bhp,8.0,Maruti,Omni,E MPI STD BS IV,Third Party
